Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-02-26,24.805171217572767,24.805171217572767,24.6656203246469,24.78772735595703,66200,26,4,8,2,1993
1993-03-01,24.874957085328784,24.874957085328784,24.68307452716706,24.71796226501465,66500,1,0,9,3,1993
1993-03-02,24.735398922576692,25.08427619934082,24.70051119490028,25.08427619934082,182400,2,1,9,3,1993
1993-03-03,25.119176003411205,25.206395364534163,25.084288258962026,25.18895149230957,280100,3,2,9,3,1993
1993-03-04,25.223827526761962,25.223827526761962,25.049388885498047,25.049388885498047,89500,4,3,9,3,1993
1993-03-05,25.08426212332102,25.188925247618606,24.962155144973842,24.979598999023438,40000,5,4,9,3,1993
1993-03-08,25.031961769354147,25.53783416748047,25.031961769354147,25.53783416748047,50800,8,0,10,3,1993
1993-03-09,25.48550650091348,25.502950379421975,25.398287108370997,25.450618743896484,169300,9,1,10,3,1993
1993-03-10,25.450594287564424,25.502925872802734,25.345931117087805,25.502925872802734,194400,10,2,10,3,1993
1993-03-11,25.52038586777424,25.590161358868635,25.39827875835905,25.43316650390625,70900,11,3,10,3,1993
1993-03-12,25.22381938371242,25.24126324220738,25.014493081772898,25.17148780822754,643600,12,4,10,3,1993
1993-03-15,25.154064359993768,25.29361534118652,25.154064359993768,25.293615341186523,310800,15,0,11,3,1993
1993-03-16,25.29361534118652,25.363390831782898,25.29361534118652,25.293615341186523,30800,16,1,11,3,1993
1993-03-17,25.258720922106097,25.258720922106097,25.10172610974494,25.136613845825195,21800,17,2,11,3,1993
1993-03-18,25.24128372323924,25.398278577081086,25.24128372323924,25.293615341186523,59300,18,3,11,3,1993
1993-03-19,25.3955353122052,25.3955353122052,25.255325317382812,25.255325317382812,66900,19,4,11,3,1993
1993-03-22,25.009964318019232,25.16770060313638,24.992438064117326,25.115121841430664,183400,22,0,12,3,1993
1993-03-23,25.185218432487552,25.202744680526862,25.132639688369625,25.167692184448242,55200,23,1,12,3,1993
1993-03-24,25.132639688369625,25.2728496726841,25.00995595209446,25.167692184448242,37200,24,2,12,3,1993
1993-03-25,25.18521992376519,25.37800866361308,25.150167425611027,25.325429916381836,110100,25,3,12,3,1993
1993-03-26,25.30791213235344,25.325438387292742,25.167702092839015,25.18522834777832,101500,26,4,12,3,1993
1993-03-29,25.20274732117841,25.41306231968616,25.20274732117841,25.29037857055664,87100,29,0,13,3,1993
1993-03-30,25.325442098632056,25.36049461364746,25.290389583616648,25.36049461364746,56000,30,1,13,3,1993
1993-03-31,25.430593531491187,25.500698544672417,25.34296226501465,25.34296226501465,111600,31,2,13,3,1993
1993-04-01,25.378009062852403,25.378009062852403,25.202746569324418,25.255325317382812,129500,1,3,13,4,1993
1993-04-02,25.045008522158053,25.045008522158053,24.729536056518555,24.729536056518555,59400,2,4,13,4,1993
1993-04-05,24.92233700611023,24.92233700611023,24.782126952630005,24.852231979370117,172200,5,0,14,4,1993
1993-04-06,24.90481501286573,24.90481501286573,24.712026156327006,24.78213119506836,129700,6,1,14,4,1993
1993-04-07,24.817176028487545,24.869754791259766,24.764597265715327,24.869754791259766,28000,7,2,14,4,1993
1993-04-08,24.974901977355998,24.974901977355998,24.72953451933285,24.834692001342773,180800,8,3,14,4,1993
1993-04-12,25.080070818142502,25.202754602717622,25.045018308263895,25.18522834777832,348500,12,0,15,4,1993
1993-04-13,25.167691792382136,25.32542802227868,25.150165544615852,25.237796783447266,146100,13,1,15,4,1993
1993-04-14,25.255335651286288,25.27286190781043,25.185230625189728,25.202756881713867,119600,14,2,15,4,1993
1993-04-15,25.185230625189728,25.255335651286288,25.097599342569026,25.202756881713867,148600,15,3,15,4,1993
1993-04-16,25.22028313823801,25.255335651286288,25.167704368665586,25.202756881713867,47900,16,4,15,4,1993
1993-04-19,25.2027354986308,25.2728404652473,25.08005180705193,25.097578048706055,157000,19,0,16,4,1993
1993-04-20,25.062540087783542,25.097592591402822,24.8171725624486,24.97490882873535,279500,20,1,16,4,1993
1993-04-21,25.02749103374696,25.02749103374696,24.887280999944455,24.957386016845703,67900,21,2,16,4,1993
1993-04-22,24.852225579035228,25.062540605091943,24.641910552978512,24.641910552978516,97700,22,3,16,4,1993
1993-04-23,24.589335279464724,24.659440298080444,24.50170400619507,24.53675651550293,106000,23,4,16,4,1993
1993-04-26,24.554282491201974,24.64191376347607,24.273862419924864,24.34396743774414,62600,26,0,17,4,1993
1993-04-27,24.30890160068827,24.60684776306152,24.30890160068827,24.606847763061523,156800,27,1,17,4,1993
1993-04-28,24.571803670879095,24.624382423384542,24.51922491837365,24.554277420043945,85900,28,2,17,4,1993
1993-04-29,24.606860325534715,24.659439086914062,24.46665029518979,24.659439086914062,85000,29,3,17,4,1993
1993-04-30,24.747078748693525,24.8347100473787,24.69449996948242,24.694499969482422,88500,30,4,17,4,1993
1993-05-03,24.72954818257492,24.852231979370117,24.62439064246475,24.852231979370117,80500,3,0,18,5,1993
1993-05-04,24.904793549656283,25.027477261723554,24.869741060494206,24.93984603881836,149100,4,1,18,5,1993
1993-05-05,24.939858974571738,25.09759525761541,24.939858974571738,25.009963989257812,109000,5,2,18,5,1993
1993-05-06,24.974917258894397,24.992443516619936,24.904812227992235,24.922338485717773,54700,6,3,18,5,1993
1993-05-07,24.93985980828939,24.93985980828939,24.834702282744953,24.869754791259766,68000,7,4,18,5,1993
1993-05-10,24.904812227992235,25.062548547522095,24.904812227992235,24.922338485717773,113900,10,0,19,5,1993
1993-05-11,24.922333092248742,25.027490615844727,24.852228076518085,25.027490615844727,42600,11,1,19,5,1993
1993-05-12,24.92232283903874,25.009954072649986,24.92232283903874,24.992427825927734,31000,12,2,19,5,1993
1993-05-13,24.887288826589806,24.887288826589806,24.676973709745383,24.694499969482422,129100,13,3,19,5,1993
1993-05-14,24.694497693668712,24.76460272615606,24.659445177425038,24.676971435546875,63500,14,4,19,5,1993
1993-05-17,24.74706877906189,24.764595031738278,24.641911263003554,24.76459503173828,34000,17,0,20,5,1993
1993-05-18,24.782103719522187,24.799629959776446,24.659420037742375,24.747051239013672,105200,18,1,20,5,1993
1993-05-19,24.747064086151653,25.255325317382812,24.589327841976466,25.255325317382812,50200,19,2,20,5,1993
1993-05-20,25.255324920073512,25.325429916381836,25.20274617284227,25.325429916381836,98200,20,3,20,5,1993
1993-05-21,25.342945431863797,25.377997915172042,25.08005180705193,25.097578048706055,221400,21,4,20,5,1993
1993-05-24,25.150178112141447,25.29038816433457,25.150178112141447,25.202756881713867,30500,24,0,21,5,1993
1993-05-25,25.307904065441207,25.307904065441207,25.255325317382812,25.255325317382812,191800,25,1,21,5,1993
1993-05-26,25.32545404126989,25.588348027857467,25.307927775497387,25.57082176208496,102400,26,2,21,5,1993
1993-05-27,25.605864814747807,25.605864814747807,25.448128481186732,25.48318099975586,53800,27,3,21,5,1993
1993-05-28,25.465652158693686,25.465652158693686,25.237810811093535,25.36049461364746,79100,28,4,21,5,1993
1993-06-01,25.44811587167227,25.693483380076824,25.41306337047162,25.605852127075195,28300,1,1,22,6,1993
1993-06-02,25.53576923053995,25.65845309094749,25.43061163590492,25.57082176208496,20300,2,2,22,6,1993
1993-06-03,25.518233518324987,25.518233518324987,25.430602221902166,25.48318099975586,21600,3,3,22,6,1993
1993-06-04,25.41306839884356,25.41306839884356,25.290384620366385,25.39554214477539,32000,4,4,22,6,1993
1993-06-07,25.448138213223697,25.448138213223697,25.30792808532715,25.30792808532715,121400,7,0,23,6,1993
1993-06-08,25.237808707375198,25.237808707375198,25.0800724029541,25.0800724029541,104500,8,1,23,6,1993
1993-06-09,25.167692184448246,25.2728496726841,25.132639688369625,25.167692184448242,43300,9,2,23,6,1993
1993-06-10,25.150175837899713,25.202754602717622,25.097597073081804,25.18522834777832,17900,10,3,23,6,1993
1993-06-11,25.272852320680993,25.32543107030793,25.185221071302763,25.29037857055664,647400,11,4,23,6,1993
1993-06-14,25.32543031479401,25.342956564146807,25.255325317382812,25.255325317382812,64200,14,0,24,6,1993
1993-06-15,25.29038816433457,25.30791442085871,25.202756881713867,25.202756881713867,142400,15,1,24,6,1993
1993-06-16,25.202746569324418,25.255325317382812,25.132641571913222,25.255325317382812,330900,16,2,24,6,1993
1993-06-17,25.307909758424035,25.34296226501465,25.25533099853811,25.34296226501465,37400,17,3,24,6,1993
1993-06-18,25.328411433134185,25.328411433134185,25.13425636291504,25.13425636291504,58500,18,4,24,6,1993
1993-06-21,25.204864362945234,25.204864362945234,25.15191296722476,25.187213897705078,29300,21,0,25,6,1993
1993-06-22,25.222511149922006,25.222511149922006,25.16955976192357,25.20486068725586,137500,22,1,25,6,1993
1993-06-23,25.204856904909384,25.204856904909384,24.975400924682617,24.975400924682617,227600,23,2,25,6,1993
1993-06-24,25.046003589071493,25.31076049804688,25.046003589071493,25.310760498046875,243700,24,3,25,6,1993
1993-06-25,25.293113708496094,25.363715561136697,25.275463245335942,25.293113708496094,44800,25,4,25,6,1993
1993-06-28,25.41667488050757,25.575529098510746,25.381373943173532,25.575529098510742,439900,28,0,26,6,1993
1993-06-29,25.54022338089434,25.54022338089434,25.416670123350276,25.45197105407715,207500,29,1,26,6,1993
1993-06-30,25.487271984804025,25.54022338089434,25.416670123350276,25.45197105407715,437600,30,2,26,6,1993
1993-07-01,25.487271426947625,25.487271426947625,25.34606770713074,25.38136863708496,605700,1,3,26,7,1993
1993-07-02,25.293115195694504,25.310765659892475,25.151911482110723,25.240163803100586,285400,2,4,26,7,1993
1993-07-06,25.204856904909384,25.275458744979158,24.940100004647732,24.975400924682617,246400,6,1,27,7,1993
1993-07-07,24.957756741438388,25.081309992633628,24.957756741438388,25.046009063720703,343700,7,2,27,7,1993
1993-07-08,25.063657966640353,25.381366307062557,25.028357039926778,25.328414916992188,248200,8,3,27,7,1993
1993-07-09,25.32841167489715,25.39901351928711,25.275460291604684,25.39901351928711,378200,9,4,27,7,1993
1993-07-12,25.36371817210785,25.39901910206207,25.32841724215363,25.38136863708496,373700,12,0,28,7,1993
1993-07-13,25.39902278260382,25.469624652743093,25.222518107255635,25.36372184753418,389600,13,1,28,7,1993
1993-07-14,25.3813691926234,25.5225729155309,25.36371872725996,25.45197105407715,617300,14,2,28,7,1993
1993-07-15,25.434323580484204,25.434323580484204,25.29311984096729,25.346071243286133,443800,15,3,28,7,1993
1993-07-16,25.363702021497588,25.38135247523558,25.24014884533163,25.275449752807617,216400,16,4,28,7,1993
1993-07-19,25.275472506370516,25.275472506370516,25.18722015823375,25.257822036743164,188200,19,0,29,7,1993
1993-07-20,25.240162600208244,25.328414916992188,25.116609356710722,25.328414916992188,68500,20,1,29,7,1993
1993-07-21,25.293110037448518,25.31076049804688,25.22250819505508,25.310760498046875,142700,21,2,29,7,1993
1993-07-22,25.275460050347146,25.310760972205173,25.13425636291504,25.13425636291504,632400,22,3,29,7,1993
1993-07-23,25.18722015823375,25.257822036743164,25.169569688606394,25.257822036743164,286200,23,4,29,7,1993
1993-07-26,25.32841167489715,25.451964902579576,25.32841167489715,25.39901351928711,121300,26,0,30,7,1993
1993-07-27,25.416669567039182,25.43432003201629,25.29311631219941,25.38136863708496,92800,27,1,30,7,1993
1993-07-28,25.328414916992188,25.381366307062557,25.293113990278613,25.328414916992188,30800,28,2,30,7,1993
1993-07-29,25.381367430287106,25.540221607528125,25.346066502011325,25.469619750976562,331000,29,3,30,7,1993
1993-07-30,25.4696186238465,25.4696186238465,25.293113990278613,25.328414916992188,75300,30,4,30,7,1993
1993-08-02,25.363712597092128,25.487265824774553,25.363712597092128,25.39901351928711,41300,2,0,31,8,1993
1993-08-03,25.451965045928954,25.52256689071655,25.328411817550656,25.416664123535156,81600,3,1,31,8,1993
1993-08-04,25.416664123535153,25.46961550712585,25.346062278747556,25.416664123535156,434000,4,2,31,8,1993
1993-08-05,25.416673250138636,25.416673250138636,25.328420912464544,25.36372184753418,36800,5,3,31,8,1993
1993-08-06,25.434314441482087,25.451964902579576,25.363712597092128,25.39901351928711,402300,6,4,31,8,1993
1993-08-09,25.46962791817223,25.610831676554334,25.41667650877894,25.54022979736328,828200,9,0,32,8,1993
1993-08-10,25.52256965637207,25.540220119481592,25.48726873015302,25.52256965637207,604900,10,1,32,8,1993
1993-08-11,25.504919193262545,25.593171508810165,25.504919193262545,25.52256965637207,542200,11,2,32,8,1993
1993-08-12,25.59317477698465,25.59317477698465,25.36371872725996,25.45197105407715,303700,12,3,32,8,1993
1993-08-13,25.469640857294984,25.504941814824154,25.469640857294984,25.48729133605957,103500,13,4,32,8,1993
1993-08-16,25.504920036011164,25.69907513663132,25.504920036011164,25.62847328186035,241800,16,0,33,8,1993
1993-08-17,25.61082541754414,25.716728210449215,25.61082541754414,25.71672821044922,369300,17,1,33,8,1993
1993-08-18,25.804972128493798,25.91087488688707,25.787321668761585,25.85792350769043,414300,18,2,33,8,1993
1993-08-19,25.875573967422643,25.875573967422643,25.822622588226007,25.85792350769043,28500,19,3,33,8,1993
1993-08-20,25.80497417475972,25.87557601928711,25.787323713627877,25.87557601928711,80700,20,4,33,8,1993
1993-08-23,25.769682341215145,25.840284210643134,25.769682341215145,25.822633743286133,15600,23,0,34,8,1993
1993-08-24,25.822630249704357,26.105037689208984,25.822630249704357,26.105037689208984,273400,24,1,34,8,1993
1993-08-25,26.105049264753184,26.22860257432267,26.069748319161903,26.122699737548828,242300,25,2,34,8,1993
1993-08-26,26.140338897705075,26.281542618962092,26.034436106762314,26.140338897705078,120000,26,3,34,8,1993
1993-08-27,26.069748319161903,26.122699737548825,26.069748319161903,26.122699737548828,25700,27,4,34,8,1993
1993-08-30,26.140349095474182,26.263902399774196,26.140349095474182,26.228601455688477,183500,30,0,35,8,1993
1993-08-31,26.210938204054866,26.299190521240234,26.175637277180716,26.299190521240234,66500,31,1,35,8,1993
1993-09-01,26.21093411599436,26.316836880099387,26.21093411599436,26.263885498046875,136500,1,2,35,9,1993
1993-09-02,26.281523747614568,26.31682465258114,26.157970580231556,26.175621032714844,472400,2,3,35,9,1993
1993-09-03,26.157989779572603,26.228591641325835,26.122688848695987,26.19329071044922,630500,3,4,35,9,1993
1993-09-07,26.193300834666115,26.228601779187226,25.981495167539435,26.016796112060547,196400,7,1,36,9,1993
1993-09-08,26.016793536036253,26.016793536036253,25.752036478342536,25.92854118347168,269900,8,2,36,9,1993
1993-09-09,25.822625489338584,25.99913010649059,25.822625489338584,25.98147964477539,239200,9,3,36,9,1993
1993-09-10,26.052079541755447,26.22858414569688,26.01677862096716,26.210933685302734,106500,10,4,36,9,1993
1993-09-13,26.29920334385991,26.29920334385991,26.228601455688477,26.228601455688477,66900,13,0,37,9,1993
1993-09-14,26.15800068314011,26.15800068314011,26.03444737357062,26.122699737548828,184500,14,1,37,9,1993
1993-09-15,26.016786056066138,26.210941175887527,25.928533728874598,26.19329071044922,101000,15,2,37,9,1993
1993-09-16,26.15799085697076,26.175641323136055,26.06973852614427,26.08738899230957,54300,16,3,37,9,1993
1993-09-17,26.072330807923947,26.090091251253597,26.001289034605353,26.03680992126465,200900,17,4,37,9,1993
1993-09-20,26.072338602729808,26.125619948648193,25.823692321777344,25.823692321777344,57800,20,0,38,9,1993
1993-09-21,25.859199708210674,25.89472058693074,25.46847004228991,25.73487663269043,318200,21,1,38,9,1993
1993-09-22,25.82367878626015,25.98352274023287,25.788157907599544,25.948001861572266,439700,22,2,38,9,1993
1993-09-23,26.019048028612236,26.107850240313983,25.983527143931536,26.090089797973633,88500,23,3,38,9,1993
1993-09-24,26.054560026617995,26.072320462900628,25.983518281487477,26.019039154052734,53500,24,4,38,9,1993
1993-09-27,26.21440140996568,26.30320358276367,26.21440140996568,26.303203582763672,274600,27,0,39,9,1993
1993-09-28,26.320971185686787,26.320971185686787,26.23216898870404,26.249929428100586,158300,28,1,39,9,1993
1993-09-29,26.24993502842838,26.32097680117108,26.12561192612865,26.1611328125,221000,29,2,39,9,1993
1993-09-30,26.16113044583068,26.214411770567605,26.054567796356825,26.10784912109375,99300,30,3,39,9,1993
1993-10-01,26.0723223521569,26.26768716542238,26.036801477017722,26.232166290283203,22700,1,4,39,10,1993
1993-10-04,26.267692565917972,26.267692565917972,26.19665080103381,26.26769256591797,1038500,4,0,40,10,1993
1993-10-05,26.320968478131146,26.320968478131146,26.143364102435257,26.232166290283203,436500,5,1,40,10,1993
1993-10-06,26.249939303411054,26.35650197987957,26.214418411254883,26.214418411254883,209200,6,2,40,10,1993
1993-10-07,26.24992657744366,26.24992657744366,26.125603515168894,26.14336395263672,59400,7,3,40,10,1993
1993-10-08,26.214411110535085,26.232171551666884,25.9835253758217,26.178890228271484,54400,8,4,40,10,1993
1993-10-11,26.2321662902832,26.28544760299197,26.2321662902832,26.232166290283203,467100,11,0,41,10,1993
1993-10-12,26.267692565917972,26.28545300713901,26.24993212469693,26.26769256591797,26200,12,1,41,10,1993
1993-10-13,26.28545300713901,26.28545300713901,26.23217168347589,26.26769256591797,139100,13,2,41,10,1993
1993-10-14,26.374243607667484,26.605129241943363,26.303201874044138,26.60512924194336,108100,14,3,41,10,1993
1993-10-15,26.729451023724927,26.80049275402054,26.65840929342931,26.747211456298828,1502500,15,4,41,10,1993
1993-10-18,26.72945738156213,26.72945738156213,26.640655197570233,26.676176071166992,722400,18,0,42,10,1993
1993-10-19,26.640650252221334,26.69393155272578,26.480806350708008,26.480806350708008,880100,19,1,42,10,1993
1993-10-20,26.56962158244006,26.56962158244006,26.463058929034553,26.516340255737305,230400,20,2,42,10,1993
1993-10-21,26.53408765121245,26.53408765121245,26.445285483705046,26.480806350708008,56200,21,3,42,10,1993
1993-10-22,26.516333118603235,26.622895743326357,26.356489181518555,26.356489181518555,390700,22,4,42,10,1993
1993-10-25,26.3742603986494,26.463062622213876,26.303218619797818,26.427541732788086,114500,25,0,43,10,1993
1993-10-26,26.40976905822754,26.427529494715927,26.32096687578562,26.40976905822754,186200,26,1,43,10,1993
1993-10-27,26.3742603986494,26.44530217750098,26.3742603986494,26.427541732788086,118400,27,2,43,10,1993
1993-10-28,26.463052254664728,26.693937945477238,26.463052254664728,26.622896194458008,129600,28,3,43,10,1993
1993-10-29,26.605135756703195,26.640656632212814,26.58737531894839,26.622896194458008,80700,29,4,43,10,1993
1993-11-01,26.587372777942647,26.711695830344517,26.587372777942647,26.69393539428711,36400,1,0,44,11,1993
1993-11-02,26.658415634368613,26.71169694476375,26.51633213998157,26.676176071166992,262100,2,1,44,11,1993
1993-11-03,26.658421607091473,26.658421607091473,26.214410587652907,26.338733673095703,479100,3,2,44,11,1993
1993-11-04,26.33872475653338,26.33872475653338,26.036797365527942,26.05455780029297,130400,4,3,44,11,1993
1993-11-05,25.9835253758217,26.178890228271488,25.876962729030907,26.178890228271484,363200,5,4,44,11,1993
1993-11-08,26.196657965176797,26.285460195567225,26.12561618086445,26.214418411254883,367600,8,0,45,11,1993
1993-11-09,26.392010228409504,26.409770665979092,26.21440585271361,26.232166290283203,246900,9,1,45,11,1993
1993-11-10,26.232176840946238,26.427541732788086,26.161135062094658,26.427541732788086,46500,10,2,45,11,1993
1993-11-11,26.42753093133397,26.49857268114938,26.3387287440647,26.356489181518555,88900,11,3,45,11,1993
1993-11-12,26.409764616702084,26.56960851821541,26.392004183200605,26.480806350708008,108200,12,4,45,11,1993
1993-11-15,26.534090677043736,26.534090677043736,26.39200719282931,26.463048934936523,243300,15,0,46,11,1993
1993-11-16,26.516331986737555,26.605134170216246,26.409769366563122,26.587373733520508,492600,16,1,46,11,1993
1993-11-17,26.60512778164958,26.60512778164958,26.374242160046478,26.445283889770508,39600,17,2,46,11,1993
1993-11-18,26.4097731978805,26.46305451569734,26.303210562246818,26.374252319335938,240800,18,3,46,11,1993
1993-11-19,26.285455371686805,26.356497142961636,26.2676949288681,26.32097625732422,106000,19,4,46,11,1993
1993-11-22,26.24993502842838,26.267695471614054,26.072330596571625,26.1611328125,165300,22,0,47,11,1993
1993-11-23,26.30320358276367,26.320964017323266,26.16112010628689,26.303203582763672,89700,23,1,47,11,1993
1993-11-24,26.37424818525077,26.427529494715927,26.338727312274003,26.40976905822754,77200,24,2,47,11,1993
1993-11-26,26.48082306692677,26.48082306692677,26.40978128807519,26.427541732788086,1019800,26,4,47,11,1993
1993-11-29,26.498580685511293,26.551862013967416,26.32097625732422,26.32097625732422,517500,29,0,48,11,1993
1993-11-30,26.30321279154062,26.463056758538503,26.285452350763077,26.338733673095703,230000,30,1,48,11,1993
1993-12-01,26.48081495496962,26.4985753942419,26.374252319335938,26.374252319335938,379200,1,2,48,12,1993
1993-12-02,26.4275234573395,26.463044322201515,26.374242160046478,26.445283889770508,352000,2,3,48,12,1993
1993-12-03,26.427535816817777,26.551858901977536,26.427535816817777,26.55185890197754,306000,3,4,48,12,1993
1993-12-06,26.5873703994751,26.676172571818036,26.5873703994751,26.64065170288086,99500,6,0,49,12,1993
1993-12-07,26.640656632212814,26.658417069967623,26.58737531894839,26.622896194458008,88800,7,1,49,12,1993
1993-12-08,26.622896194458004,26.622896194458004,26.58737531894839,26.622896194458008,146700,8,2,49,12,1993
1993-12-09,26.622886476427357,26.658407338970957,26.49856345752476,26.53408432006836,416500,9,3,49,12,1993
1993-12-10,26.55184808471393,26.55184808471393,26.427525050203567,26.480806350708008,412900,10,4,49,12,1993
1993-12-13,26.480807792663576,26.64065170288086,26.4452869237264,26.64065170288086,273200,13,0,50,12,1993
1993-12-14,26.6584090789426,26.6584090789426,26.445283889770508,26.445283889770508,41900,14,1,50,12,1993
1993-12-15,26.48081080418108,26.498571240669463,26.40976905822754,26.40976905822754,82600,15,2,50,12,1993
1993-12-16,26.5163280152124,26.5163280152124,26.463046713105477,26.498567581176758,78200,16,3,50,12,1993
1993-12-17,26.55478550443713,26.662077567081322,26.536903493996434,26.644195556640625,104700,17,4,50,12,1993
1993-12-20,26.626329446286363,26.69785753076262,26.6084474251673,26.679975509643555,68800,20,0,51,12,1993
1993-12-21,26.64420887857936,26.64420887857936,26.554798781671373,26.59056282043457,205700,21,1,51,12,1993
1993-12-22,26.66209226237509,26.78726640445197,26.608446201485,26.769384384155273,410300,22,2,51,12,1993
1993-12-23,26.751483917236328,26.80512994113453,26.715719901304194,26.751483917236328,533800,23,3,51,12,1993
1993-12-27,26.75149230754122,26.894548416137695,26.75149230754122,26.894548416137695,447100,27,0,52,12,1993
1993-12-28,26.87665693793142,26.966066974318416,26.858774930654018,26.948184967041016,880600,28,1,52,12,1993
1993-12-29,26.966079671359143,26.98396168705633,26.894551608570392,26.912433624267578,266700,29,2,52,12,1993
1993-12-30,26.894561095743516,26.894561095743516,26.751504919702327,26.805150985717773,219900,30,3,52,12,1993
1993-12-31,26.858792510310888,26.894556548274018,26.644208282532105,26.662090301513672,312900,31,4,52,12,1993
1994-01-03,26.662090897960955,26.69785493672415,26.554798781671373,26.59056282043457,960900,3,0,1,1,1994
1994-01-04,26.626319309088984,26.69784736633301,26.59055528046697,26.697847366333008,164300,4,1,1,1,1994
1994-01-05,26.733601909270263,26.769365925202397,26.62630986147386,26.751483917236328,710900,5,2,1,1,1994
1994-01-06,26.787247933168462,26.80512994113453,26.715719901304194,26.751483917236328,201000,6,3,1,1,1994
1994-01-07,26.80514153008445,26.930315639964768,26.7336134672957,26.912433624267578,775500,7,4,1,1,1994
1994-01-10,26.94820544567847,27.234317779541016,26.876677362212835,27.234317779541016,593700,10,0,2,1,1994
1994-01-11,27.216437643452693,27.216437643452693,27.09126348871934,27.180673599243164,295200,11,1,2,1,1994
1994-01-12,27.19855686225513,27.19855686225513,27.00185461012837,27.091264724731445,158400,12,2,2,1,1994
1994-01-13,27.01973724365234,27.0733833136265,26.9839731970029,27.019737243652344,244300,13,3,2,1,1994
1994-01-14,27.109130240775446,27.18065828890414,27.109130240775446,27.127012252807617,137200,14,4,2,1,1994
1994-01-17,27.12701225280762,27.162776276871966,27.073366216711097,27.127012252807617,17700,17,0,3,1,1994
1994-01-18,27.16278648376465,27.198550521267958,27.109140427509683,27.16278648376465,166400,18,1,3,1,1994
1994-01-19,27.127028770572675,27.1627928164139,27.0376186559696,27.091264724731445,200800,19,2,3,1,1994
1994-01-20,27.12702244626134,27.180668502516305,27.109140427509683,27.16278648376465,281100,20,3,3,1,1994
1994-01-21,27.198537094297386,27.198537094297386,27.091245034753808,27.109127044677734,85600,21,4,3,1,1994
1994-01-24,27.09127362358649,27.216447825147615,27.001863479614254,27.001863479614258,373800,24,0,4,1,1994
1994-01-25,27.019745508408704,27.03762753720315,26.948217393230916,27.001863479614258,310400,25,1,4,1,1994
1994-01-26,27.001838117168635,27.091248177159258,26.966074093172384,27.073366165161133,145100,26,2,4,1,1994
1994-01-27,27.127020646140213,27.359486874485516,27.091256611010166,27.32372283935547,344500,27,3,4,1,1994
1994-01-28,27.431010535118162,27.484656579189448,27.395246505737305,27.395246505737305,356500,28,4,4,1,1994
1994-01-31,27.502558398540344,27.645614619078916,27.466794343405702,27.591968536376953,313800,31,0,5,1,1994
1994-02-01,27.556196170521094,27.556196170521094,27.413139993127086,27.448904037475586,303600,1,1,5,2,1994
1994-02-02,27.538300276574194,27.627710342407227,27.52041826340759,27.627710342407227,307600,2,2,5,2,1994
1994-02-03,27.574068652327878,27.574068652327878,27.413130508442695,27.502540588378906,466100,3,3,5,2,1994
1994-02-04,27.502553126372582,27.53831717465135,26.876682281494144,26.87668228149414,1403200,4,4,5,2,1994
1994-02-07,26.805161162875343,27.073391594792042,26.805161162875343,27.001863479614258,516400,7,0,6,2,1994
1994-02-08,27.05550129030178,27.05550129030178,26.91244510370402,27.019737243652344,188200,8,1,6,2,1994
1994-02-09,27.03760219264675,27.14489426483979,27.001838168582402,27.127012252807617,144600,9,2,6,2,1994
